"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn38950195","FINRISK_DREAM_Challenge_Webinar.mp4","1","video/mp4","77669434","3456543","1664907429169","3456543","1665136454197","syn38950124","https://www.synapse.org/#!Synapse:syn38950195.1","66fde03f7de4ab350cdd7855ab1fb5dd"
